IDPOP_1476,AY043175,90.76,4277,388,5,4,4277,4,4276,0.0, 5703
IDPOP_1476,AY043175,82.62,2595,372,43,4283,6806,5413,7999,0.0, 2220
IDPOP_15007,AY043175,90.54,4283,396,7,7,4285,7,4284,0.0, 5657
IDPOP_15007,AY043175,82.23,2138,333,29,4707,6807,5873,8000,0.0, 1799
IDPOP_15044,DQ396383,91.90,4296,338,6,1,4293,225,4513,0.0, 5997
IDPOP_15044,DQ396383,82.24,2568,397,38,4283,6807,5630,8181,0.0, 2161
IDPOP_15074,AY043175,93.32,4281,277,6,1,4277,1,4276,0.0, 6312
IDPOP_15074,AY043175,85.40,2583,306,32,4292,6807,5422,8000,0.0, 2615
IDPOP_15087,AY463234,91.67,4297,337,16,7,4295,246,4529,0.0, 5932
IDPOP_15087,AY463234,83.20,2554,395,24,4283,6807,5648,8196,0.0, 2309
IDPOP_15126,AY043175,91.06,4297,373,10,1,4292,1,4291,0.0, 5797
IDPOP_15126,AY043175,80.67,2131,371,26,4710,6806,5876,7999,0.0, 1615
IDPOP_15126,AY043175,83.77,419,62,2,4283,4695,5413,5831,2e-108,  392
IDPOP_1519,AY838565,90.77,4299,384,11,2,4295,229,4519,0.0, 5727
IDPOP_1519,AY838565,83.18,2556,395,18,4283,6807,5638,8189,0.0, 2305
IDPOP_15192,AY043175,90.15,4293,411,10,1,4287,1,4287,0.0, 5574
IDPOP_15192,AY043175,81.87,2129,347,23,4707,6802,5873,7995,0.0, 1757
IDPOP_15192,AY043175,83.38,379,55,4,4295,4666,5425,5802,4e-94,  344
IDPOP_15231,AY043175,91.14,4299,368,11,1,4293,1,4292,0.0, 5816
IDPOP_15231,AY043175,83.22,2133,321,20,4707,6807,5873,8000,0.0, 1921
IDPOP_15231,AY043175,89.40,415,38,1,4283,4691,5413,5827,2e-146,  518
IDPOP_15235,AY463227,91.30,4288,365,6,1,4285,240,4522,0.0, 5845
IDPOP_15235,AY463227,83.79,2560,354,36,4286,6803,5653,8193,0.0, 2372
IDPOP_15270,AY838565,92.19,4288,327,6,1,4285,228,4510,0.0, 6056
IDPOP_15270,AY838565,85.04,2553,353,13,4283,6807,5638,8189,0.0, 2571
IDPOP_15271,AY463227,90.78,4293,383,11,1,4287,240,4525,0.0, 5722
IDPOP_15271,AY463227,81.14,2551,418,39,4292,6799,5659,8189,0.0, 1988
IDPOP_15369,AY463234,91.56,4302,341,13,1,4293,240,4528,0.0, 5914
IDPOP_15369,AY463234,83.04,2559,390,27,4283,6807,5648,8196,0.0, 2281
IDPOP_15382,AY043175,90.91,4300,379,10,1,4295,1,4293,0.0, 5764
IDPOP_15382,AY043175,82.12,2589,388,37,4283,6802,5413,7995,0.0, 2146
IDPOP_15578,AY043175,90.93,4287,384,2,1,4285,1,4284,0.0, 5757
IDPOP_15578,AY043175,81.24,2138,358,28,4705,6807,5871,8000,0.0, 1687
IDPOP_15690,AY043175,91.00,4288,379,5,1,4285,1,4284,0.0, 5773
IDPOP_15690,AY043175,82.31,2594,382,38,4283,6806,5413,7999,0.0, 2176
IDPOP_15739,AY878055,91.74,4300,342,10,1,4295,225,4516,0.0, 5962
IDPOP_15739,AY878055,83.62,2528,391,17,4285,6804,5637,8149,0.0, 2353
IDPOP_15852,AY043175,91.68,4279,349,5,2,4277,2,4276,0.0, 5923
IDPOP_15852,AY043175,83.30,2138,308,34,4707,6806,5873,7999,0.0, 1925
IDPOP_15852,AY043175,86.71,414,49,1,4288,4695,5418,5831,2e-127,  455
IDPOP_15884,DQ056406,91.41,4286,361,4,4,4286,227,4508,0.0, 5869
IDPOP_15884,DQ056406,83.10,2551,400,20,4283,6807,5635,8180,0.0, 2294
IDPOP_15900,AY043175,90.39,4277,401,9,7,4278,7,4278,0.0, 5613
IDPOP_15900,AY043175,80.39,2137,374,33,4707,6807,5873,8000,0.0, 1583
IDPOP_15941,AY463224,91.09,4298,373,9,1,4295,240,4530,0.0, 5806
IDPOP_15941,AY463224,80.72,2106,375,25,4714,6802,6124,8215,0.0, 1611
IDPOP_16028,AY043175,93.36,4279,279,3,1,4277,1,4276,0.0, 6324
IDPOP_16028,AY043175,85.39,2135,271,27,4707,6807,5873,8000,0.0, 2176
IDPOP_16081,AY463227,91.04,4286,378,4,2,4285,241,4522,0.0, 5782
IDPOP_16081,AY463227,81.99,2559,410,31,4286,6807,5653,8197,0.0, 2124
IDPOP_1623,AY043175,90.62,4284,397,3,4,4285,4,4284,0.0, 5679
IDPOP_1623,AY043175,81.80,2599,388,45,4283,6807,5413,8000,0.0, 2100
IDPOP_1624,DQ056406,91.95,4284,338,4,5,4285,228,4507,0.0, 5993
IDPOP_1624,DQ056406,82.97,2554,398,22,4283,6807,5635,8180,0.0, 2272
IDPOP_16260,AY463234,90.71,4296,373,21,1,4285,240,4520,0.0, 5699
IDPOP_16260,AY463234,82.93,2507,396,19,4329,6807,5694,8196,0.0, 2230
IDPOP_16298,AY043175,91.70,4278,348,5,2,4276,2,4275,0.0, 5927
IDPOP_16298,AY043175,84.17,2590,335,46,4285,6805,5415,7998,0.0, 2442
IDPOP_16301,DQ396385,90.42,4288,401,7,1,4285,226,4506,0.0, 5633
IDPOP_16301,DQ396385,80.09,2562,405,63,4315,6807,5664,8189,0.0, 1808
IDPOP_1633,AY043175,91.88,4285,341,4,4,4285,4,4284,0.0, 5978
IDPOP_1633,AY043175,87.19,406,46,2,4283,4682,5413,5818,5e-128,  457
IDPOP_16403,AY838565,90.76,4288,388,5,1,4285,228,4510,0.0, 5718
IDPOP_16403,AY838565,82.87,2557,401,18,4283,6807,5638,8189,0.0, 2261
IDPOP_16417,DQ396383,90.82,4292,376,13,1,4285,225,4505,0.0, 5727
IDPOP_16417,DQ396383,82.51,2567,392,35,4283,6807,5630,8181,0.0, 2200
IDPOP_16496,AY043175,91.26,4289,366,7,1,4285,1,4284,0.0, 5834
IDPOP_16496,AY043175,82.21,2597,381,45,4283,6807,5413,8000,0.0, 2161
IDPOP_16707,AY043175,91.41,4294,357,10,7,4295,7,4293,0.0, 5875
IDPOP_16707,AY043175,82.47,2595,378,40,4283,6807,5413,8000,0.0, 2200
IDPOP_16727,AY043175,91.66,4295,344,13,1,4288,1,4288,0.0, 5936
IDPOP_16727,AY043175,81.96,2134,344,24,4708,6807,5874,8000,0.0, 1770
IDPOP_16733,AY463227,92.65,4299,305,8,1,4295,240,4531,0.0, 6178
IDPOP_16733,AY463227,85.36,2562,316,37,4286,6806,5653,8196,0.0, 2599
IDPOP_16844,DQ396385,91.98,4289,332,6,1,4285,226,4506,0.0, 6004
IDPOP_16844,DQ396385,83.52,2118,286,33,4723,6807,6102,8189,0.0, 1919
IDPOP_16869,AY043175,91.43,4284,360,5,1,4281,1,4280,0.0, 5871
IDPOP_16869,AY043175,83.18,2134,320,25,4707,6807,5873,8000,0.0, 1916
IDPOP_16869,AY043175,87.14,412,47,1,4290,4695,5420,5831,1e-129,  462
IDPOP_16879,AY043173,91.35,4288,362,6,1,4284,1,4283,0.0, 5854
IDPOP_16879,AY043173,83.28,2548,387,23,4286,6803,5418,7956,0.0, 2309
IDPOP_16933,AY043175,91.24,4281,366,5,1,4277,1,4276,0.0, 5819
IDPOP_16933,AY043175,81.88,2594,395,36,4283,6807,5413,8000,0.0, 2117
IDPOP_17023,AY463224,90.49,4288,397,10,1,4284,240,4520,0.0, 5648
IDPOP_17023,AY463224,81.22,2109,362,24,4714,6804,6125,8217,0.0, 1670
IDPOP_17133,AY043173,91.84,4288,341,7,1,4284,1,4283,0.0, 5971
IDPOP_17133,AY043173,82.37,2552,411,27,4286,6807,5418,7960,0.0, 2183
IDPOP_17169,AY043175,90.96,4280,380,5,1,4277,1,4276,0.0, 5753
IDPOP_17169,AY043175,80.41,2134,379,23,4707,6807,5873,8000,0.0, 1589
IDPOP_17172,DQ056406,91.58,4289,352,7,1,4285,224,4507,0.0, 5912
IDPOP_17172,DQ056406,83.50,2557,379,29,4283,6807,5635,8180,0.0, 2344
IDPOP_17189,AY043175,91.21,4301,368,9,1,4297,1,4295,0.0, 5840
IDPOP_17189,AY043175,82.27,2126,334,27,4710,6800,5876,7993,0.0, 1797
IDPOP_17189,AY043175,85.44,419,52,5,4283,4694,5413,5829,4e-119,  427
IDPOP_17212,AY463234,92.34,4293,307,15,2,4285,241,4520,0.0, 6085
IDPOP_17212,AY463234,84.24,2551,374,17,4283,6807,5648,8196,0.0, 2459
IDPOP_17300,AY463227,91.55,4286,356,3,2,4285,241,4522,0.0, 5904
IDPOP_17300,AY463227,81.81,2562,409,39,4286,6807,5653,8197,0.0, 2097
IDPOP_17374,AY043175,92.64,4280,308,5,1,4277,1,4276,0.0, 6152
IDPOP_17374,AY043175,84.20,2582,337,31,4293,6807,5423,8000,0.0, 2442
IDPOP_1742,AY043175,90.42,4279,405,4,1,4277,1,4276,0.0, 5626
IDPOP_1742,AY043175,82.29,2129,340,20,4711,6807,5877,8000,0.0, 1808
IDPOP_1742,AY043175,82.82,419,66,1,4283,4695,5413,5831,7e-102,  370
IDPOP_17446,DQ056406,91.56,4287,357,3,1,4285,224,4507,0.0, 5906
IDPOP_17446,DQ056406,84.19,2555,365,24,4283,6807,5635,8180,0.0, 2444
IDPOP_17447,AY043175,92.35,4290,317,10,1,4285,1,4284,0.0, 6095
IDPOP_17447,AY043175,82.88,2594,369,30,4283,6807,5413,8000,0.0, 2261
IDPOP_17610,AY043175,91.85,4284,342,7,1,4281,1,4280,0.0, 5971
IDPOP_17610,AY043175,83.81,2125,305,20,4716,6807,5882,8000,0.0, 1982
IDPOP_17610,AY043175,87.68,414,45,1,4288,4695,5418,5831,4e-134,  477
IDPOP_17684,AY463227,90.56,4288,397,5,1,4285,240,4522,0.0, 5668
IDPOP_17684,AY463227,81.84,2550,420,26,4290,6806,5657,8196,0.0, 2104
IDPOP_17685,DQ396385,90.93,4289,377,7,1,4285,226,4506,0.0, 5755
IDPOP_17685,DQ396385,82.50,2120,304,37,4723,6807,6102,8189,0.0, 1797
IDPOP_17685,DQ396385,81.11,397,67,7,4292,4684,5641,6033,4e-84,  311
IDPOP_17801,DQ056406,89.91,4301,420,11,1,4295,224,4516,0.0, 5526
IDPOP_17801,DQ056406,82.59,2544,412,22,4283,6800,5635,8173,0.0, 2215
IDPOP_17959,DQ396385,91.53,4288,353,5,1,4285,226,4506,0.0, 5899
IDPOP_17959,DQ396385,82.57,2117,308,39,4723,6807,6102,8189,0.0, 1808
IDPOP_17959,DQ396385,87.06,394,47,4,4283,4674,5632,6023,2e-123,  442
IDPOP_18035,AY043175,91.28,4298,367,6,1,4295,1,4293,0.0, 5853
IDPOP_18035,AY043175,82.27,2589,382,46,4289,6807,5419,8000,0.0, 2167
IDPOP_18065,AY043175,91.39,4284,364,3,4,4285,4,4284,0.0, 5862
IDPOP_18065,AY043175,83.68,2132,309,24,4709,6807,5875,8000,0.0, 1973
IDPOP_18065,AY043175,85.24,420,54,3,4283,4695,5413,5831,2e-118,  425
IDPOP_18165,AY043173,90.77,4289,387,7,1,4285,1,4284,0.0, 5718
IDPOP_18165,AY043173,84.10,2553,371,23,4283,6807,5415,7960,0.0, 2433
IDPOP_18243,DQ056406,91.51,4298,357,6,1,4295,224,4516,0.0, 5908
IDPOP_18243,DQ056406,83.84,2555,374,28,4283,6807,5635,8180,0.0, 2394
IDPOP_18374,AY043175,91.65,4289,349,7,1,4285,1,4284,0.0, 5928
IDPOP_18374,AY043175,84.00,2138,295,27,4707,6807,5873,8000,0.0, 2010
IDPOP_18379,AY043175,91.20,4282,366,9,1,4277,1,4276,0.0, 5808
IDPOP_18379,AY043175,82.24,2134,340,22,4707,6807,5873,8000,0.0, 1805
IDPOP_18379,AY043175,86.40,419,51,2,4283,4695,5413,5831,7e-127,  453
IDPOP_18386,AY463227,92.21,4286,328,6,2,4285,241,4522,0.0, 6059
IDPOP_18386,AY463227,83.27,2558,379,33,4286,6807,5653,8197,0.0, 2307
IDPOP_18441,AY043175,91.22,4284,369,5,1,4281,1,4280,0.0, 5821
IDPOP_18441,AY043175,82.46,2132,331,25,4711,6807,5877,8000,0.0, 1825
IDPOP_18464,DQ056406,90.77,4290,385,9,1,4285,224,4507,0.0, 5718
IDPOP_18464,DQ056406,83.60,2549,375,27,4291,6807,5643,8180,0.0, 2351
IDPOP_18513,AY043175,90.97,4288,380,5,1,4285,1,4284,0.0, 5768
IDPOP_18513,AY043175,81.10,2132,358,28,4712,6807,5878,8000,0.0, 1663
IDPOP_18513,AY043175,85.25,400,49,6,4291,4682,5421,5818,7e-112,  403
IDPOP_18744,AY463224,90.55,4284,396,8,1,4281,240,4517,0.0, 5659
IDPOP_18744,AY463224,80.64,2107,381,19,4716,6807,6127,8221,0.0, 1605
IDPOP_18782,AY043175,91.49,4299,358,6,1,4296,1,4294,0.0, 5904
IDPOP_18782,AY043175,83.10,2142,323,24,4699,6807,5865,8000,0.0, 1914
IDPOP_18782,AY043175,86.00,407,51,2,4283,4683,5413,5819,3e-120,  431
IDPOP_18816,AY838565,90.86,4290,375,14,4,4285,230,4510,0.0, 5734
IDPOP_18816,AY838565,81.53,2555,439,15,4283,6807,5638,8189,0.0, 2073
IDPOP_1896,AY043175,91.21,4288,368,7,2,4285,2,4284,0.0, 5821
IDPOP_1896,AY043175,82.26,2136,336,31,4707,6807,5873,8000,0.0, 1805
IDPOP_19087,AY463234,91.18,4287,360,10,5,4284,244,4519,0.0, 5806
IDPOP_19087,AY463234,83.13,2555,387,31,4286,6806,5651,8195,0.0, 2290
IDPOP_19134,AY463234,90.37,4300,396,9,1,4293,240,4528,0.0, 5631
IDPOP_19134,AY463234,80.52,2556,456,28,4283,6805,5648,8194,0.0, 1923
IDPOP_19143,AY043175,91.70,4299,349,6,1,4296,1,4294,0.0, 5954
IDPOP_19143,AY043175,83.19,2594,361,32,4283,6807,5413,8000,0.0, 2305
IDPOP_19202,AY463234,91.10,4302,366,12,1,4296,240,4530,0.0, 5806
IDPOP_19202,AY463234,83.12,2554,397,22,4283,6807,5648,8196,0.0, 2298
IDPOP_19211,AY043175,92.07,4288,331,8,2,4285,2,4284,0.0, 6026
IDPOP_19211,AY043175,83.18,2134,320,23,4707,6807,5873,8000,0.0, 1916
IDPOP_19211,AY043175,87.35,419,46,3,4283,4695,5413,5830,5e-133,  473
IDPOP_19227,AY463227,90.71,4286,390,5,1,4283,240,4520,0.0, 5703
IDPOP_19227,AY463227,80.82,2555,433,33,4287,6801,5654,8191,0.0, 1951
IDPOP_19244,AY043175,90.47,4279,403,3,1,4277,1,4276,0.0, 5637
IDPOP_19244,AY043175,80.70,2135,363,31,4711,6807,5877,8000,0.0, 1615
IDPOP_19244,AY043175,84.99,413,56,2,4283,4689,5413,5825,3e-115,  414
IDPOP_19254,AY043175,91.10,4293,372,7,1,4288,1,4288,0.0, 5803
IDPOP_19254,AY043175,82.39,2135,335,26,4707,6807,5873,8000,0.0, 1821
IDPOP_19254,AY043175,84.29,420,58,3,4283,4695,5413,5831,7e-112,  403
IDPOP_19297,AY043175,91.45,4290,356,9,1,4285,1,4284,0.0, 5879
IDPOP_19297,AY043175,81.57,2594,403,38,4283,6807,5413,8000,0.0, 2073
IDPOP_19316,AY838565,91.74,4288,346,5,1,4285,228,4510,0.0, 5951
IDPOP_19316,AY838565,84.26,2554,371,16,4283,6807,5638,8189,0.0, 2460
IDPOP_19358,AY043175,91.14,4298,375,4,1,4296,1,4294,0.0, 5821
IDPOP_19358,AY043175,82.29,2140,342,19,4699,6806,5865,7999,0.0, 1818
IDPOP_19418,AY043175,91.35,4290,360,10,1,4285,1,4284,0.0, 5856
IDPOP_19418,AY043175,83.06,2591,366,40,4283,6805,5413,7998,0.0, 2285
IDPOP_19422,AY463234,91.83,4296,332,15,7,4295,246,4529,0.0, 5971
IDPOP_19422,AY463234,84.57,2553,362,19,4283,6807,5648,8196,0.0, 2503
IDPOP_19454,AY043175,91.51,4285,355,7,1,4281,1,4280,0.0, 5888
IDPOP_19454,AY043175,82.49,2136,331,27,4707,6807,5873,8000,0.0, 1832
IDPOP_19454,AY043175,85.85,417,53,1,4285,4695,5415,5831,2e-122,  438
IDPOP_19496,AY463227,91.91,4289,340,4,2,4287,241,4525,0.0, 5991
IDPOP_19496,AY463227,83.29,2562,371,31,4286,6807,5653,8197,0.0, 2307
IDPOP_19542,AY463234,91.56,4303,344,15,1,4296,240,4530,0.0, 5917
IDPOP_19542,AY463234,83.66,2552,387,21,4283,6807,5648,8196,0.0, 2375
IDPOP_19578,AY043175,91.55,4286,351,8,1,4281,1,4280,0.0, 5899
IDPOP_19578,AY043175,83.93,2135,302,23,4707,6807,5873,8000,0.0, 2004
IDPOP_19578,AY043175,86.65,412,49,2,4290,4695,5420,5831,3e-126,  451
IDPOP_19633,AY043175,91.67,4287,352,3,1,4285,1,4284,0.0, 5934
IDPOP_19633,AY043175,84.74,2589,320,30,4288,6807,5418,8000,0.0, 2523
IDPOP_19675,AY043175,91.37,4287,365,3,1,4285,1,4284,0.0, 5862
IDPOP_19675,AY043175,83.03,2598,358,54,4283,6807,5413,8000,0.0, 2278
IDPOP_19676,AY043175,90.54,4283,400,3,1,4281,1,4280,0.0, 5661
IDPOP_19733,AY043175,90.90,4298,383,6,1,4295,1,4293,0.0, 5764
IDPOP_19733,AY043175,87.47,415,46,1,4283,4691,5413,5827,5e-133,  473
IDPOP_19929,AY463224,91.16,4299,368,11,1,4295,240,4530,0.0, 5823
IDPOP_19929,AY463224,82.02,2108,349,18,4716,6807,6127,8220,0.0, 1766
IDPOP_19952,AY043175,91.09,4287,375,5,2,4285,2,4284,0.0, 5794
IDPOP_19952,AY043175,83.14,2592,362,31,4283,6805,5413,7998,0.0, 2296
IDPOP_20049,AY043175,91.81,4286,340,8,1,4281,1,4280,0.0, 5960
IDPOP_20049,AY043175,83.42,2135,313,23,4707,6807,5873,8000,0.0, 1943
IDPOP_20049,AY043175,84.18,411,59,2,4291,4695,5421,5831,4e-109,  394
IDPOP_2006,AY838565,90.16,4287,414,6,2,4285,229,4510,0.0, 5572
IDPOP_2006,AY838565,82.11,2560,415,28,4283,6807,5638,8189,0.0, 2150
IDPOP_20121,DQ164109,91.00,4299,377,7,1,4295,225,4517,0.0, 5786
IDPOP_20121,DQ164109,82.80,2134,310,29,4713,6807,6096,8211,0.0, 1855
IDPOP_20169,DQ396383,92.63,4286,306,8,1,4283,225,4503,0.0, 6156
IDPOP_20169,DQ396383,83.91,2561,353,39,4290,6807,5637,8181,0.0, 2392
IDPOP_20175,AY043175,89.44,4290,441,11,4,4287,4,4287,0.0, 5402
IDPOP_20175,AY043175,80.75,2603,402,62,4286,6807,5416,8000,0.0, 1940
IDPOP_20203,DQ396385,90.19,4290,407,11,1,4285,226,4506,0.0, 5578
IDPOP_20203,DQ396385,81.13,2115,332,32,4723,6802,6102,8184,0.0, 1633
IDPOP_20206,AY043175,90.72,4288,391,4,1,4285,1,4284,0.0, 5707
IDPOP_20206,AY043175,81.88,2136,344,28,4707,6807,5873,8000,0.0, 1760
IDPOP_20206,AY043175,88.18,406,42,2,4283,4682,5413,5818,1e-134,  479
IDPOP_2026,AY043175,92.26,4289,321,9,2,4285,2,4284,0.0, 6071
IDPOP_2026,AY043175,82.78,2131,334,17,4707,6807,5873,8000,0.0, 1871
IDPOP_2026,AY043175,86.16,419,52,2,4283,4695,5413,5831,3e-125,  448
IDPOP_20303,DQ164109,90.23,4289,402,15,1,4281,225,4504,0.0, 5583
IDPOP_20303,DQ164109,80.63,2137,345,42,4716,6807,6099,8211,0.0, 1589
IDPOP_20356,AY463227,91.25,4287,369,3,1,4285,240,4522,0.0, 5834
IDPOP_20356,AY463227,83.22,2562,371,37,4288,6807,5655,8199,0.0, 2294
IDPOP_20400,AY043175,90.84,4280,385,5,1,4277,1,4276,0.0, 5725
IDPOP_20400,AY043175,82.58,2135,325,30,4708,6805,5874,7998,0.0, 1838
IDPOP_20444,AY463234,91.56,4303,344,10,1,4296,240,4530,0.0, 5917
IDPOP_20444,AY463234,83.59,2553,387,20,4283,6807,5648,8196,0.0, 2364
IDPOP_20447,AY463234,90.43,4293,391,12,1,4285,240,4520,0.0, 5633
IDPOP_20447,AY463234,83.89,2557,372,24,4283,6807,5648,8196,0.0, 2403
IDPOP_20616,AY463224,90.48,4285,397,7,1,4281,240,4517,0.0, 5642
IDPOP_20616,AY463224,82.13,2104,344,24,4721,6807,6132,8220,0.0, 1773
IDPOP_20686,AY043175,90.67,4285,391,7,1,4281,1,4280,0.0, 5688
IDPOP_20686,AY043175,83.83,2134,302,29,4709,6807,5875,8000,0.0, 1989
IDPOP_20777,DQ056406,91.12,4289,372,6,1,4285,224,4507,0.0, 5801
IDPOP_20777,DQ056406,82.27,2555,414,28,4283,6807,5635,8180,0.0, 2172
IDPOP_20803,AY043175,91.04,4285,375,7,1,4281,1,4280,0.0, 5777
IDPOP_20803,AY043175,82.72,2130,327,21,4709,6804,5875,7997,0.0, 1857
IDPOP_20803,AY043175,85.68,412,53,2,4290,4695,5420,5831,1e-119,  429
IDPOP_20902,AY043175,89.46,4288,445,5,1,4285,1,4284,0.0, 5408
IDPOP_20902,AY043175,84.76,420,58,2,4282,4695,5412,5831,9e-116,  416
IDPOP_20962,AY043175,91.91,4288,338,8,2,4285,2,4284,0.0, 5987
IDPOP_20962,AY043175,83.44,2596,351,40,4283,6807,5413,8000,0.0, 2338
IDPOP_21016,DQ369990,90.64,4284,391,7,1,4281,224,4500,0.0, 5681
IDPOP_21016,DQ369990,81.97,2119,335,32,4721,6807,6122,8225,0.0, 1753
IDPOP_21124,AY043175,90.16,4298,415,6,1,4295,1,4293,0.0, 5587
IDPOP_21124,AY043175,80.51,2104,373,21,4721,6792,5887,7985,0.0, 1580
IDPOP_21124,AY043175,85.95,420,51,4,4283,4695,5413,5831,2e-123,  442
